order_id,region,customer_type,product_category,quantity_sold,unit_price,discount_pct,customer_rating,returned,gross_sales,net_sales,profit
ORD-1153,South,Direct Farmer,Office Tech,2,276.3,0.0,2,1,552.6,552.6,121.57
ORD-1154,West,Direct Farmer,Machinery,21,88.23,0.15,4,0,1852.83,1574.91,491.0
ORD-1155,North,Commercial Enterprise,Logistics Supplies,20,25.62,0.0,3,0,512.4,512.4,92.23
ORD-1156,East,Commercial Enterprise,Logistics Supplies,11,222.58,0.0,5,0,2448.38,2448.38,440.71
ORD-1157,West,Retail Co-op,Machinery,16,161.62,0.0,2,0,2585.92,2585.92,1034.37
ORD-1158,North,Distributor,Hardware,19,253.28,0.2,4,0,4812.32,3849.86,596.73
ORD-1159,East,Commercial Enterprise,Office Tech,23,297.06,0.15,4,0,6832.38,5807.52,765.23
ORD-1160,South,Direct Farmer,Logistics Supplies,6,40.99,0.1,4,0,245.94,221.35,27.55
ORD-1161,East,Direct Farmer,Hardware,24,79.04,0.1,4,0,1896.96,1707.26,383.18
ORD-1162,East,Direct Farmer,Office Tech,19,288.15,0.05,4,0,5474.85,5201.11,1007.37
ORD-1163,South,Commercial Enterprise,Office Tech,5,184.72,0.2,5,0,923.6,738.88,70.19
ORD-1164,North,Direct Farmer,Office Tech,4,370.0,0.05,5,0,1480.0,1406.0,272.32
ORD-1165,West,Retail Co-op,Hardware,15,333.1,0.0,3,0,4996.5,4996.5,1399.02
ORD-1166,South,Commercial Enterprise,Office Tech,4,425.89,0.0,4,1,1703.56,1703.56,374.78
ORD-1167,North,Distributor,Logistics Supplies,20,352.4,0.1,5,0,7048.0,6343.2,789.38
ORD-1168,North,Direct Farmer,Hardware,10,226.37,0.1,5,0,2263.7,2037.33,457.27
ORD-1169,East,Commercial Enterprise,Hardware,24,343.02,0.0,5,0,8232.48,8232.48,2305.09
ORD-1170,East,Direct Farmer,Logistics Supplies,22,152.18,0.0,4,1,3347.96,3347.96,602.63
ORD-1171,North,Commercial Enterprise,Hardware,3,167.03,0.15,3,0,501.09,425.93,81.68
ORD-1172,South,Direct Farmer,Logistics Supplies,5,398.71,0.0,4,0,1993.55,1993.55,358.84
ORD-1173,North,Retail Co-op,Machinery,6,234.28,0.1,4,0,1405.68,1265.11,435.76
ORD-1174,East,Commercial Enterprise,Hardware,21,403.22,0.2,4,0,8467.62,6774.1,1049.99
ORD-1175,North,Direct Farmer,Logistics Supplies,22,414.76,0.05,4,0,9124.72,8668.48,1332.21
ORD-1176,East,Direct Farmer,Machinery,8,431.63,0.0,5,0,3453.04,3453.04,1381.22
ORD-1177,South,Commercial Enterprise,Office Tech,7,459.98,0.1,4,0,3219.86,2897.87,476.54
ORD-1178,West,Commercial Enterprise,Machinery,21,226.87,0.15,5,0,4764.27,4049.63,1262.53
ORD-1179,North,Commercial Enterprise,Office Tech,10,173.06,0.05,4,0,1730.6,1644.07,318.43
ORD-1180,South,Commercial Enterprise,Hardware,6,299.46,0.2,3,0,1796.76,1437.41,222.8
ORD-1181,North,Retail Co-op,Machinery,14,198.16,0.0,4,0,2774.24,2774.24,1109.7
ORD-1182,West,Direct Farmer,Logistics Supplies,4,308.52,0.05,5,0,1234.08,1172.38,180.18
ORD-1183,West,Direct Farmer,Hardware,13,358.68,0.1,2,0,4662.84,4196.56,941.89
ORD-1184,North,Direct Farmer,Office Tech,20,350.43,0.15,3,0,7008.6,5957.31,784.96
ORD-1185,East,Distributor,Machinery,17,199.79,0.0,5,0,3396.43,3396.43,1358.57
ORD-1186,West,Retail Co-op,Office Tech,23,100.09,0.15,3,0,2302.07,1956.76,257.83
ORD-1187,East,Retail Co-op,Hardware,7,226.65,0.05,4,0,1586.55,1507.22,382.36
ORD-1188,South,Retail Co-op,Logistics Supplies,4,88.45,0.0,4,0,353.8,353.8,63.68
ORD-1189,North,Distributor,Machinery,14,447.25,0.0,4,0,6261.5,6261.5,2504.6
ORD-1190,North,Direct Farmer,Hardware,3,186.02,0.15,4,0,558.06,474.35,90.96
ORD-1191,West,Retail Co-op,Hardware,24,94.14,0.0,3,0,2259.36,2259.36,632.62
ORD-1192,West,Retail Co-op,Hardware,5,32.21,0.0,4,0,161.05,161.05,45.09
ORD-1193,East,Commercial Enterprise,Office Tech,16,329.99,0.0,4,0,5279.84,5279.84,1161.56
ORD-1194,South,Direct Farmer,Machinery,23,325.71,0.15,4,0,7491.33,6367.63,1985.2
ORD-1195,South,Distributor,Office Tech,20,183.49,0.1,2,0,3669.8,3302.82,543.13
ORD-1196,East,Distributor,Machinery,4,54.42,0.1,4,0,217.68,195.91,67.48
ORD-1197,West,Retail Co-op,Hardware,24,216.62,0.0,3,0,5198.88,5198.88,1455.69
ORD-1198,West,Commercial Enterprise,Office Tech,24,169.38,0.05,3,1,4065.12,3861.86,747.98
ORD-1199,West,Distributor,Office Tech,2,345.02,0.05,3,0,690.04,655.54,126.97
ORD-1200,East,Commercial Enterprise,Hardware,18,310.77,0.15,3,0,5593.86,4754.78,911.8
ORD-1201,North,Direct Farmer,Hardware,19,195.0,0.2,5,0,3705.0,2964.0,459.42
ORD-1202,North,Retail Co-op,Hardware,19,124.59,0.0,3,0,2367.21,2367.21,662.82
ORD-1203,West,Commercial Enterprise,Office Tech,17,494.26,0.1,5,0,8402.42,7562.18,1243.56
ORD-1204,East,Retail Co-op,Office Tech,14,237.92,0.0,5,0,3330.88,3330.88,732.79
ORD-1205,North,Commercial Enterprise,Machinery,19,350.37,0.05,4,0,6657.03,6324.18,2363.25
ORD-1206,North,Distributor,Office Tech,22,87.47,0.0,2,0,1924.34,1924.34,423.35
ORD-1207,East,Distributor,Office Tech,24,253.08,0.0,4,0,6073.92,6073.92,1336.26
ORD-1208,North,Retail Co-op,Office Tech,13,33.22,0.0,5,0,431.86,431.86,95.01
ORD-1209,North,Direct Farmer,Logistics Supplies,12,262.62,0.05,4,0,3151.44,2993.87,460.11
ORD-1210,South,Distributor,Hardware,6,482.73,0.0,2,0,2896.38,2896.38,810.99
ORD-1211,East,Commercial Enterprise,Hardware,21,204.42,0.1,4,0,4292.82,3863.54,867.15
ORD-1212,East,Direct Farmer,Hardware,4,38.72,0.05,5,0,154.88,147.14,37.33
ORD-1213,North,Distributor,Hardware,19,34.86,0.0,5,0,662.34,662.34,185.46
ORD-1214,East,Distributor,Office Tech,16,206.23,0.1,3,0,3299.68,2969.71,488.35
ORD-1215,North,Retail Co-op,Logistics Supplies,13,96.81,0.0,4,0,1258.53,1258.53,226.54
ORD-1216,South,Retail Co-op,Hardware,4,31.21,0.05,3,0,124.84,118.6,30.09
ORD-1217,East,Retail Co-op,Hardware,23,382.98,0.1,3,1,8808.54,7927.69,1779.33
ORD-1218,East,Direct Farmer,Machinery,17,240.09,0.0,5,0,4081.53,4081.53,1632.61
ORD-1219,West,Direct Farmer,Logistics Supplies,23,158.84,0.0,3,0,3653.32,3653.32,657.6
ORD-1220,East,Commercial Enterprise,Machinery,1,452.04,0.0,3,0,452.04,452.04,180.82
ORD-1221,East,Direct Farmer,Office Tech,18,75.75,0.2,1,0,1363.5,1090.8,103.63
ORD-1222,North,Direct Farmer,Hardware,20,478.84,0.05,5,0,9576.8,9097.96,2308.01
ORD-1223,South,Retail Co-op,Hardware,17,170.7,0.1,5,0,2901.9,2611.71,586.18
ORD-1224,North,Retail Co-op,Logistics Supplies,15,446.43,0.05,4,0,6696.45,6361.63,977.68
ORD-1225,North,Distributor,Logistics Supplies,11,309.41,0.0,5,0,3403.51,3403.51,612.63
ORD-1226,West,Direct Farmer,Hardware,22,416.82,0.05,3,0,9170.04,8711.54,2209.98
ORD-1227,South,Direct Farmer,Logistics Supplies,13,492.33,0.1,4,0,6400.29,5760.26,716.83
ORD-1228,West,Commercial Enterprise,Office Tech,1,158.43,0.0,4,1,158.43,158.43,34.85
ORD-1229,East,Retail Co-op,Logistics Supplies,17,481.35,0.0,2,0,8182.95,8182.95,1472.93
ORD-1230,West,Direct Farmer,Machinery,6,206.95,0.0,4,0,1241.7,1241.7,496.68
ORD-1231,South,Retail Co-op,Office Tech,4,205.05,0.05,5,0,820.2,779.19,150.92
ORD-1232,East,Direct Farmer,Machinery,20,183.39,0.2,1,0,3667.8,2934.24,806.92
ORD-1233,South,Direct Farmer,Office Tech,16,279.88,0.0,3,0,4478.08,4478.08,985.18
ORD-1234,North,Retail Co-op,Hardware,15,93.99,0.05,3,0,1409.85,1339.36,339.77
ORD-1235,East,Retail Co-op,Hardware,15,285.78,0.0,3,0,4286.7,4286.7,1200.28
ORD-1236,North,Distributor,Machinery,6,280.02,0.2,5,0,1680.12,1344.1,369.63
ORD-1237,North,Retail Co-op,Office Tech,15,385.71,0.0,4,0,5785.65,5785.65,1272.84
ORD-1238,East,Retail Co-op,Hardware,14,420.15,0.05,4,0,5882.1,5588.0,1417.59
ORD-1239,North,Commercial Enterprise,Office Tech,11,231.41,0.1,5,0,2545.51,2290.96,376.74
ORD-1240,West,Direct Farmer,Logistics Supplies,7,165.12,0.1,3,1,1155.84,1040.26,129.45
ORD-1241,West,Commercial Enterprise,Hardware,9,144.48,0.05,4,0,1300.32,1235.3,313.38
ORD-1242,West,Direct Farmer,Office Tech,16,113.42,0.0,4,0,1814.72,1814.72,399.24
ORD-1243,South,Distributor,Machinery,5,47.67,0.0,4,0,238.35,238.35,95.34
ORD-1244,North,Direct Farmer,Logistics Supplies,20,184.38,0.0,5,1,3687.6,3687.6,663.77
ORD-1245,West,Retail Co-op,Hardware,10,149.72,0.0,5,0,1497.2,1497.2,419.22
ORD-1246,South,Direct Farmer,Office Tech,18,483.88,0.05,4,0,8709.84,8274.35,1602.61
ORD-1247,West,Distributor,Office Tech,3,287.7,0.0,5,0,863.1,863.1,189.88
ORD-1248,West,Retail Co-op,Logistics Supplies,13,186.69,0.0,3,0,2426.97,2426.97,436.85
ORD-1249,West,Retail Co-op,Office Tech,11,298.62,0.1,1,0,3284.82,2956.34,486.15
ORD-1250,North,Direct Farmer,Machinery,17,86.81,0.2,3,0,1475.77,1180.62,324.67
ORD-1251,South,Commercial Enterprise,Office Tech,22,233.14,0.05,3,1,5129.08,4872.63,943.75
ORD-1252,West,Direct Farmer,Logistics Supplies,13,320.59,0.0,4,0,4167.67,4167.67,750.18
ORD-1253,South,Distributor,Office Tech,6,254.67,0.0,4,0,1528.02,1528.02,336.16
ORD-1254,North,Direct Farmer,Hardware,17,212.85,0.2,5,0,3618.45,2894.76,448.69
ORD-1255,East,Direct Farmer,Logistics Supplies,13,497.05,0.0,4,0,6461.65,6461.65,1163.1
ORD-1256,West,Direct Farmer,Office Tech,19,442.55,0.0,4,1,8408.45,8408.45,1849.86
ORD-1257,East,Retail Co-op,Office Tech,21,319.23,0.05,2,0,6703.83,6368.64,1233.51
ORD-1258,East,Retail Co-op,Hardware,19,293.3,0.05,1,0,5572.7,5294.06,1343.02
ORD-1259,North,Direct Farmer,Office Tech,10,317.92,0.05,4,0,3179.2,3020.24,584.97
ORD-1260,East,Commercial Enterprise,Machinery,3,116.63,0.0,4,0,349.89,349.89,139.96
ORD-1261,West,Retail Co-op,Office Tech,14,209.67,0.0,5,0,2935.38,2935.38,645.78
ORD-1262,North,Retail Co-op,Hardware,19,38.94,0.2,3,0,739.86,591.89,91.74
ORD-1263,South,Retail Co-op,Office Tech,5,248.26,0.0,1,0,1241.3,1241.3,273.09
ORD-1264,West,Retail Co-op,Logistics Supplies,5,280.65,0.1,4,1,1403.25,1262.92,157.16
ORD-1265,East,Retail Co-op,Hardware,20,129.32,0.1,3,0,2586.4,2327.76,522.45
ORD-1266,East,Direct Farmer,Logistics Supplies,17,482.73,0.05,1,1,8206.41,7796.09,1198.14
ORD-1267,East,Direct Farmer,Machinery,21,456.54,0.0,4,0,9587.34,9587.34,3834.94
ORD-1268,South,Distributor,Logistics Supplies,10,366.63,0.0,2,0,3666.3,3666.3,659.93
ORD-1269,North,Distributor,Office Tech,5,276.03,0.05,4,0,1380.15,1311.14,253.95
ORD-1270,West,Retail Co-op,Office Tech,4,437.59,0.15,3,0,1750.36,1487.81,196.04
ORD-1271,West,Direct Farmer,Office Tech,6,82.71,0.2,3,0,496.26,397.01,37.72
ORD-1272,West,Commercial Enterprise,Logistics Supplies,4,399.44,0.0,4,0,1597.76,1597.76,287.6
